国家,行政区名称,Alpha,Beta,"Corr(Y, λ)",P值,显著,事件总数
Palestine,Jericho,1e-06,1e-06,-0.0016339885647623708,0.5,,2
Yemen,Jabal Murad,1e-06,0.06533378597079757,-0.0017446678788385994,0.5,,1
Yemen,Raghwan,1e-06,0.49619107793012274,-0.020126651850304895,0.5,,7
Syria,Salamiyah,1e-06,0.49132003398147445,-0.028597257548612306,0.5,,72
Yemen,Haydan,1e-06,0.06533377193274004,-0.0017446678541963862,0.5,,1
Yemen,Razih,1e-06,0.4946382382031552,-0.024892166588753102,0.5,,9
Yemen,Qatabir,1e-06,0.4957056000655555,-0.02012265656104036,0.5,,7
Palestine,Zabol,1e-06,0.06533393768328705,-0.0017446681451566898,0.5,,1
Palestine,Eslamshahr,1e-06,1e-06,-0.0016339885647623767,0.5,,2
Yemen,Nisab,1e-06,0.06533375197283042,-0.0017446678191582667,0.5,,1
Yemen,Rudum,1e-06,0.06533497827341878,-0.0017446699718214583,0.5,,1
Palestine,Kerman,1e-06,0.0653337327107843,-0.0017446677853458642,0.5,,1
Yemen,Al Qahirah,1e-06,0.48991393111113646,-0.0270394498392161,0.5,,27
Yemen,Al Wazi'iyah,1e-06,1e-06,-0.0032733257062968675,0.5,,2
Yemen,Ash Shamayatayn,1e-06,0.06533376296568129,-0.001744667838455376,0.5,,1
Lebanon,Bcharre,1e-06,0.06533374497064698,-0.0017446678068672825,0.5,,1
Lebanon,Koura,1e-06,0.06533374965684885,-0.0017446678150934453,0.5,,1
Lebanon,Minieh-Danieh,1e-06,1e-06,-0.00491803772910905,0.5,,3
Lebanon,Zgharta,1e-06,1e-06,-0.004918037729109054,0.5,,3
Palestine,Pakdasht,1e-06,0.06533390504957656,-0.001744668087870906,0.5,,1
Palestine,Rey,1e-06,1e-06,-0.0016339885647623767,0.5,,2
Palestine,Shemiranat,1e-06,0.06533393545943839,-0.001744668141252767,0.5,,1
Palestine,Theran,1e-06,0.06533390504957656,-0.001744668087870906,0.5,,1
Palestine,Ilam,1e-06,0.06533390504957656,-0.001744668087870906,0.5,,1
Yemen,Al Haymah Ad Dakhiliyah,1e-06,0.0653337755546307,-0.00174466786055406,0.5,,1
Yemen,Al Haymah Al Kharijiyah,1e-06,0.06533403504016187,-0.0017446683160576239,0.5,,1
Yemen,Mawiyah,1e-06,1e-06,-0.003273325706296879,0.5,,2
Yemen,Sama,1e-06,0.06533374989446535,-0.0017446678155104115,0.5,,1
Palestine,Bandar-e-Mahshahr/Hendijan,1e-06,0.06533390504957656,-0.001744668087870906,0.5,,1
Yemen,Al Mukha,1e-06,0.5074500619142387,-0.01771474547804539,0.5,,7
Palestine,Ahvaz,1e-06,0.06533390504957656,-0.001744668087870906,0.5,,1
