区ID,区名称,州名称,Alpha,Beta,"Corr(Y, λ)",P值,显著,事件总数
472,Nakhimovs'kyi,Sevastopol',0.0227329580121553,0.8907151321464281,0.08007242701044964,0.0022293245783812643,True,73
131,Krasnoarmiis'ka,Donets'k,0.022717273203192518,0.9789317970532407,0.5332900759780653,1e-10,True,262
394,Artsyz'kyi,Odessa,0.022699789346185703,0.8496128045685402,0.03089738578602578,0.14879099624028969,False,5
413,Ovidiopol's'kyi,Odessa,0.022564804581494978,0.9096460028770174,0.053381712671043455,0.02384800543305976,True,32
246,Shepetivs'ka,Khmel'nyts'kyy,0.022300943610809462,0.9322923319124669,0.07467560077252285,0.014066134269579977,True,10
198,Lozivs'kyi,Kharkiv,0.021465631508362944,0.9218143074962369,0.07541687030172883,0.021444333071725885,True,12
109,Synel'nykivs'kyi,Dnipropetrovs'k,0.02115235536714873,0.9464837264732788,0.0841149506722468,0.0025893822655632115,True,86
579,Chernihivs'kyi,Zaporizhia,0.02067178564780258,0.7588166662823158,0.027324819820575035,0.15439002132965857,False,20
298,Kirovohrads'kyi,Kirovohrad,0.020280610096004112,0.9633509996708489,0.13103872136113473,9.36699097137117e-06,True,77
36,Nizhyns'ka,Chernihiv,0.018675189741391953,0.9320586686687751,0.12030933293883886,0.00028662832868070476,True,22
80,Simferopol's'kyi,Crimea,0.01802193811229148,0.937626994741342,0.04421348683463256,0.04695384577467937,True,16
72,Krasnoperekops'kyi,Crimea,0.016577294815051703,0.7469623006481964,0.016952838896327746,0.2607503910234643,False,8
165,Halyts'kyi,Ivano-Frankivs'k,0.015303064982024906,0.8024120673623266,0.017489416751718605,0.2551072129537592,False,7
474,Buryns'kyi,Sumy,0.012378233897813727,0.9782516285360519,0.2875522908751073,1e-10,True,84
31,Koriukivs'kyi,Chernihiv,0.009438293327549896,0.49072900878672865,0.011840411781756889,0.35050156565894147,False,74
0,?,?,0.00882887577107174,0.9837617889589386,0.06817313733905421,0.006240095797325318,True,30
181,Blyzniukivs'kyi,Kharkiv,0.008631830956659065,0.9802267535788478,0.06257642973347854,0.030867969301015596,True,12
443,Poltavs'ka,Poltava,0.007886437488046722,0.9917204002125903,0.1546761083736934,8.517424815446262e-08,True,59
434,Kremenchuts'ka,Poltava,0.007584713117172012,0.47936301129366365,0.009517535751039252,0.3819753877529023,False,28
1,Cherkas'ka,Cherkasy,0.005820188964986501,0.9960594872883034,0.185505639685007,2.8620219527653035e-09,True,60
33,Kozelets'kyi,Chernihiv,0.004298605854132444,0.4788619421049404,0.0064227062609891064,0.4259059605467017,False,24
249,Starokostiantynivs'kyi,Khmel'nyts'kyy,0.004061023035948997,0.4888814612218357,0.005354435715606141,0.43157270561676986,False,36
89,Kryvoriz'kyi,Dnipropetrovs'k,0.0038934446048140467,0.4889395709325847,0.005771996190781201,0.432514457581079,False,59
480,Krolevets'kyi,Sumy,0.002965171356536762,0.999,0.13533040061912754,4.2699061841844355e-07,True,47
541,Zhmeryns'ka,Vinnytsya,1e-06,1e-06,-0.0016652806022745478,0.5,False,2
627,Zhytomyrs'kyi,Zhytomyr,1e-06,1e-06,-0.00669456740883932,0.5,False,8
315,Bus'kyi,L'viv,1e-06,1e-06,-0.0016652806022745361,0.5,False,2
546,Kivertsivs'kyi,Volyn,1e-06,0.08404957308329168,-0.0009051431646233574,0.5,False,1
547,Kovel's'ka,Volyn,1e-06,0.0012805204349911475,-0.002503211377201296,0.5,False,3
552,Luts'ka,Volyn,1e-06,1e-06,-0.008382238125598655,0.5,False,10
32,Korops'kyi,Chernihiv,1e-06,0.08404934271262716,-0.000905142954414656,0.5,False,1
605,Berdychivs'kyi,Zhytomyr,1e-06,0.0840492812992485,-0.0009051428983761533,0.5,False,1
607,Cherniakhivs'kyi,Zhytomyr,1e-06,1e-06,-0.0016652806022745257,0.5,False,2
606,Brusylivs'kyi,Zhytomyr,1e-06,1e-06,-0.0016652806022745465,0.5,False,2
597,Velykobilozers'kyi,Zaporizhia,1e-06,1e-06,-0.0033361167751008495,0.5,False,4
9,Kanivs'kyi,Cherkasy,1e-06,1e-06,-0.0016652806022745396,0.4995244990560872,False,2
592,Prymors'kyi,Zaporizhia,1e-06,1e-06,-0.005012536365981649,0.4992067630547291,False,6
612,Korostens'kyi,Zhytomyr,1e-06,1e-06,-0.0008319475880469292,0.5,False,2
621,Popil'nians'kyi,Zhytomyr,1e-06,0.08405017453947342,-0.0009051437134405471,0.5,False,1
617,Novohrad-Volyns'ka,Zhytomyr,1e-06,1e-06,-0.005348492758010022,0.5,False,8
622,Radomyshl's'kyi,Zhytomyr,1e-06,1e-06,-0.0008319475880469441,0.5,False,2
14,Man'kivs'kyi,Cherkasy,1e-06,0.08404957274140745,-0.0009051431643114452,0.5,False,1
297,Holovanivs'kyi,Kirovohrad,1e-06,0.0012805110448982856,-0.002503211353635461,0.5,False,3
301,Novhorodkivs'kyi,Kirovohrad,1e-06,0.08404909724783202,-0.0009051427304328955,0.5,False,1
294,Dobrovelychkivs'kyi,Kirovohrad,1e-06,0.08405013391277529,-0.0009051436763696418,0.5,False,1
296,Haivorons'kyi,Kirovohrad,1e-06,0.08404872357875127,-0.0009051423894674629,0.5,False,1
293,Bobrynets'kyi,Kirovohrad,1e-06,1e-06,-0.001665280602274551,0.5,False,2
287,Obolons'kyi,Kiev City,1e-06,0.482437126188935,-0.025032275838310608,0.5,False,18
337,Zhydachivs'kyi,L'viv,1e-06,0.08404957308329168,-0.0009051431646233574,0.5,False,1
295,Dolyns'kyi,Kirovohrad,1e-06,0.0012805096863591895,-0.0025032113502268818,0.5,False,3
336,Zhovkivs'kyi,L'viv,1e-06,1e-06,-0.0016652806022745418,0.4992722193811733,False,2
20,Umans'kyi,Cherkasy,1e-06,1e-06,-0.001665280602274537,0.5,False,2
308,Petrivs'kyi,Kirovohrad,1e-06,1e-06,-0.0016652806022745478,0.499272219383504,False,2
262,Fastivs'ka,Kiev,1e-06,0.5355992807279336,-0.0017369629145524358,0.5,False,16
306,Oleksandrivs'kyi,Kirovohrad,1e-06,0.001280520819826561,-0.0025032113781674153,0.5,False,3
305,Oleksandriis'kyi,Kirovohrad,1e-06,1e-06,-0.00501253636598165,0.4992068918778198,False,6
613,Korostyshivs'kyi,Zhytomyr,1e-06,0.08414193564866815,-0.0009052274482628171,0.5,False,1
593,Rozivs'kyi,Zaporizhia,1e-06,1e-06,-0.008200196638297748,0.5,False,12
112,Vasyl'kivs'kyi,Dnipropetrovs'k,1e-06,0.5154478623724883,-0.003649955899814188,0.4990371214097697,False,6
113,Verkhn'odniprovs'kyi,Dnipropetrovs'k,1e-06,0.08404949629352444,-0.0009051430945540412,0.5,False,1
371,Arbuzyns'kyi,Mykolayiv,1e-06,1e-06,-0.00501253636598166,0.5,False,6
368,Sverdlovs'ka,Luhans'k,1e-06,1e-06,-0.0033361167751008534,0.5,False,4
338,Zolochivs'kyi,L'viv,1e-06,1e-06,-0.0050125363659816605,0.4992068925180311,False,6
342,Bilokurakyns'kyi,Luhans'k,1e-06,1e-06,-0.0037546971355019465,0.5,False,6
341,Antratsytivs'kyi,Luhans'k,1e-06,1e-06,-0.0016652806022745353,0.5,False,2
340,Antratsitivs'ka,Luhans'k,1e-06,0.08404925645875203,-0.0009051428757096886,0.5,False,1
347,Krasnodons'kyi,Luhans'k,1e-06,0.08404928746384738,-0.0009051429040012188,0.5,False,1
354,Milovs'kyi,Luhans'k,1e-06,0.08404852972198566,-0.000905142212576858,0.5,False,1
309,Svitlovods'kyi,Kirovohrad,1e-06,1e-06,-0.003336116775100862,0.5,False,4
346,Krasnodons'ka,Luhans'k,1e-06,1e-06,-0.0029776113714216194,0.5,False,5
310,Ul'ianovs'kyi,Kirovohrad,1e-06,0.08404965428122071,-0.0009051432387148306,0.5,False,1
154,Snizhnens'ka,Donets'k,1e-06,1e-06,-0.005852848696467866,0.5,False,7
140,n.a. ( 384),Donets'k,1e-06,0.08404924821983968,-0.0009051428681917915,0.5,False,1
314,Brodivs'kyi,L'viv,1e-06,1e-06,-0.0016652806022745333,0.49927221938156174,False,2
238,Kamianets'-Podil's'ka,Khmel'nyts'kyy,1e-06,0.08404946527139141,-0.000905143066247151,0.5,False,1
100,Pavlohrads'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.0029776113714216055,0.5,False,5
284,Desnians'kyi,Kiev City,1e-06,0.5194812966753657,-0.008487928705292015,0.5,False,16
155,Starobeshivs'kyi,Donets'k,1e-06,0.48881547126724434,-0.0056928626274957905,0.5,False,29
274,Polis'kyi,Kiev,1e-06,0.08404991345871392,-0.0009051434752093716,0.5,False,1
267,Kaharlyts'kyi,Kiev,1e-06,0.08404872095810562,-0.0009051423870760711,0.5,False,1
277,Stavyshchens'kyi,Kiev,1e-06,0.08404981990588309,-0.0009051433898441915,0.5,False,1
275,Rokytnians'kyi,Kiev,1e-06,1e-06,-0.0016652806022745353,0.49952449905965457,False,2
236,Iarmolynets'kyi,Khmel'nyts'kyy,1e-06,0.08404960444699426,-0.0009051431932421587,0.5,False,1
329,Sambirs'kyi,L'viv,1e-06,0.08404860774410179,-0.0009051422837705684,0.5,False,1
327,Radekhivs'kyi,L'viv,1e-06,1e-06,-0.0016652806022745316,0.5,False,2
326,Pustomytivs'kyi,L'viv,1e-06,0.08404994911308272,-0.0009051435077434466,0.5,False,1
321,Kamianka-Buz'kyi,L'viv,1e-06,1e-06,-0.0016652806022745528,0.5,False,2
317,Drohobyts'ka,L'viv,1e-06,1e-06,-0.006694567408839328,0.5,False,8
316,Chervonohrads'ka,L'viv,1e-06,1e-06,-0.004173626895552696,0.5,False,5
88,Krynychans'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.004173626895552713,0.5,False,5
81,Soviets'kyi,Crimea,1e-06,1e-06,-0.001665280602274548,0.5,False,2
240,Khmel'nyts'ka,Khmel'nyts'kyy,1e-06,0.4897455755358981,-0.007712240935630204,0.5,False,50
241,Khmel'nyts'kyi,Khmel'nyts'kyy,1e-06,0.0012805095172202417,-0.002503211349802471,0.5,False,3
242,Krasylivs'kyi,Khmel'nyts'kyy,1e-06,0.08414193564866815,-0.0009052274482628171,0.5,False,1
245,Polons'kyi,Khmel'nyts'kyy,1e-06,0.08404997999543046,-0.000905143535922826,0.5,False,1
248,Slavuts'kyi,Khmel'nyts'kyy,1e-06,0.001280509446261664,-0.0008330136425951804,0.5,False,3
402,Ivanivs'kyi,Odessa,1e-06,0.08405017453947342,-0.0009051437134405448,0.5,False,1
376,Domanivs'kyi,Mykolayiv,1e-06,0.001280509418064221,-0.0025032113495538698,0.5,False,3
399,Bilia‹vs'kyi,Odessa,1e-06,0.5062638740521564,-0.018460037152868945,0.5,False,15
400,Bolhrads'kyi,Odessa,1e-06,1e-06,-0.0008319475880469417,0.5,False,2
401,Frunzivs'kyi,Odessa,1e-06,0.084049425684967,-0.0009051430301252482,0.5,False,1
396,Berezivs'kyi,Odessa,1e-06,0.0012805090258254037,-0.002503211348569268,0.49958868897935843,False,3
439,Mashivs'kyi,Poltava,1e-06,1e-06,-0.0016652806022745478,0.5,False,2
437,Lubens'ka,Poltava,1e-06,1e-06,-0.005012536365981643,0.49920676295921207,False,6
373,Berezans'kyi,Mykolayiv,1e-06,0.2377506740305527,-0.005151395824503369,0.49916977661516926,False,10
411,Mykola‹vs'kyi,Odessa,1e-06,1e-06,-0.0016652806022745457,0.5,False,2
435,Kremenchuts'kyi,Poltava,1e-06,1e-06,-0.0016652806022745467,0.4992722193811733,False,2
436,Lokhvyts'kyi,Poltava,1e-06,1e-06,-0.0016652806022745402,0.5,False,2
87,Iurïvs'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.0029776113714216038,0.5,False,5
61,Bakhchysarais'kyi,Crimea,1e-06,1e-06,-0.004173626895552709,0.5,False,5
64,Dzhankois'ka,Crimea,1e-06,1e-06,-0.001665280602274548,0.5,False,2
62,Bilohirs'kyi,Crimea,1e-06,1e-06,-0.0016652806022745342,0.5,False,2
382,Novobuz'kyi,Mykolayiv,1e-06,1e-06,-0.006694567408839326,0.5,False,8
386,Pervomais'kyi,Mykolayiv,1e-06,1e-06,-0.0016652806022745337,0.49952449905846547,False,2
256,Bilotserkivs'kyi,Kiev,1e-06,0.08414193564866815,-0.0009052274482628171,0.5,False,1
163,Bohorodchans'kyi,Ivano-Frankivs'k,1e-06,0.0840492360984164,-0.0009051428571312143,0.5,False,1
91,Mahdalynivs'kyi,Dnipropetrovs'k,1e-06,0.08405097759053277,-0.0009051444462100475,0.5,False,1
107,Solonians'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.007537696036722381,0.5,False,9
106,Sofi‹vs'kyi,Dnipropetrovs'k,1e-06,0.0840506318223998,-0.0009051441307028808,0.5,False,1
101,Petropavlivs'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.006975453452684447,0.5,False,10
357,Novopskovs'kyi,Luhans'k,1e-06,1e-06,-0.004173626895552703,0.5,False,5
111,Tsarychans'kyi,Dnipropetrovs'k,1e-06,1e-06,-0.0016652806022745424,0.5,False,2
37,Nizhyns'kyi,Chernihiv,1e-06,1e-06,-0.005416421042624049,0.5,False,7
38,Nosivs'kyi,Chernihiv,1e-06,0.0840494352166642,-0.0009051430388228092,0.5,False,1
450,Zin'kivs'kyi,Poltava,1e-06,1e-06,-0.0022216073362335306,0.5,False,4
455,Dubrovyts'kyi,Rivne,1e-06,0.08405017453947342,-0.0009051437134405468,0.5,False,1
462,Rivnens'ka,Rivne,1e-06,0.4893820886434508,-0.018230290723638364,0.5,False,15
468,Zdolbunivs'kyi,Rivne,1e-06,0.08404996680507378,-0.0009051435238870116,0.5,False,1
469,Balaklavs'kyi,Sevastopol',1e-06,1e-06,-0.0033361167751008542,0.5,False,4
415,Rozdil'nias'kyi,Odessa,1e-06,1e-06,-0.003336116775100845,0.5,False,4
427,Hrebinkivs'kyi,Poltava,1e-06,0.08404962301982628,-0.0009051432101893266,0.5,False,1
416,Sarats'kyi,Odessa,1e-06,0.08405032385330193,-0.0009051438496867075,0.5,False,1
418,Shyria‹vs'kyi,Odessa,1e-06,0.08404948983046333,-0.0009051430886566417,0.5,False,1
425,Hadiats'kyi,Poltava,1e-06,0.08405005490324188,-0.0009051436042748336,0.5,False,1
431,Komsomol's'ka,Poltava,1e-06,0.08404997343199247,-0.0009051435299337138,0.5,False,1
426,Hlobyns'kyi,Poltava,1e-06,0.08405010358453487,-0.0009051436486956494,0.5,False,1
67,Ialtyns'ka,Crimea,1e-06,1e-06,-0.0008319475880469368,0.5,False,2
69,Kerchens'ka,Crimea,1e-06,1e-06,-0.005012536365981642,0.49920689269056023,False,6
170,Kolomyis'kyi,Ivano-Frankivs'k,1e-06,1e-06,-0.0016652806022745472,0.5,False,2
176,Tlumats'kyi,Ivano-Frankivs'k,1e-06,0.08404919793426335,-0.0009051428223074321,0.5,False,1
222,Novotro‹ts'kyi,Kherson,1e-06,0.4781992426092961,-0.018275778371420987,0.5,False,17
224,Nyzhn'osirohoz'kyi,Kherson,1e-06,1e-06,-0.0033361167751008755,0.5,False,4
65,Dzhankois'kyi,Crimea,1e-06,0.4940819582178979,-0.014191690228010123,0.5,False,34
169,Kalus'kyi,Ivano-Frankivs'k,1e-06,0.08404912056058232,-0.0009051427517053024,0.5,False,1
66,Feodosiis'ka,Crimea,1e-06,1e-06,-0.007537696036722368,0.5,False,9
168,Ivano-Frankivs'ka,Ivano-Frankivs'k,1e-06,0.4762922303385795,-0.01026378066483803,0.5,False,25
444,Poltavs'kyi,Poltava,1e-06,0.08404907805646535,-0.0009051427129212502,0.5,False,1
446,Reshetylivs'kyi,Poltava,1e-06,0.08404852972198566,-0.000905142212576858,0.5,False,1
233,Derazhnians'kyi,Khmel'nyts'kyy,1e-06,0.08404957490645813,-0.0009051431662869259,0.5,False,1
200,Novovodolaz'kyi,Kharkiv,1e-06,1e-06,-0.008382238125598662,0.5,False,10
73,Lenins'kyi,Crimea,1e-06,1e-06,-0.0016652806022745329,0.5,False,2
70,Kirovs'kyi,Crimea,1e-06,1e-06,-0.0041736268955527055,0.5,False,5
74,Nyzhn'ohirs'kyi,Crimea,1e-06,0.08404921646273787,-0.0009051428392141831,0.5,False,1
75,Pervomais'kyi,Crimea,1e-06,1e-06,-0.0016652806022745318,0.5,False,2
527,Mohyliv-Podil's'kyi,Vinnytsya,1e-06,0.08404954701488444,-0.0009051431408364895,0.5,False,1
536,Trostianets'kyi,Vinnytsya,1e-06,1e-06,-0.003754697135501949,0.4995693438628383,False,6
537,Tul'chyns'kyi,Vinnytsya,1e-06,1e-06,-0.0016652806022745524,0.4992722193788425,False,2
540,Vinnyts'kyi,Vinnytsya,1e-06,1e-06,-0.0033361167751008733,0.5,False,4
482,Lypovodolyns'kyi,Sumy,1e-06,1e-06,-0.0016652806022745376,0.4992722193858348,False,2
448,Shyshats'kyi,Poltava,1e-06,0.08405005490324188,-0.0009051436042748336,0.5,False,1
505,Pidhaiets'kyi,Ternopil',1e-06,0.08404942017473196,-0.0009051430250971858,0.5,False,1
523,Ladyzhyns'ka,Vinnytsya,1e-06,0.08404814880768008,-0.0009051418650006064,0.5,False,1
578,Berdians'kyi,Zaporizhia,1e-06,1e-06,-0.005012536365981665,0.4992068924182208,False,6
499,Chortkivs'kyi,Ternopil',1e-06,0.08404901835230542,-0.0009051426584423619,0.5,False,1
502,Kremenets'kyi,Ternopil',1e-06,0.08404969432841383,-0.0009051432752571412,0.5,False,1
575,Volovets'kyi,Zakarpattia,1e-06,0.08404989758568673,-0.0009051434607255616,0.5,False,1
30,Ichnians'kyi,Chernihiv,1e-06,1e-06,-0.0016652806022745448,0.5,False,2
567,Mukachivs'kyi,Zakarpattia,1e-06,0.08404855875323641,-0.000905142239067224,0.5,False,1
514,Bars'kyi,Vinnytsya,1e-06,0.08404986094366859,-0.000905143427290275,0.5,False,1
521,Koziatyns'kyi,Vinnytsya,1e-06,1e-06,-0.0016652806022745311,0.5,False,2
23,Zvenyhorods'kyi,Cherkasy,1e-06,1e-06,-0.0041736268955527124,0.5,False,5
571,Tiachivs'kyi,Zakarpattia,1e-06,0.08404926544351415,-0.0009051428839080049,0.5,False,1
190,Kehychivs'kyi,Kharkiv,1e-06,0.0012805100332710035,-0.0025032113510964015,0.4995886889972296,False,3
203,Sakhnovshchyns'kyi,Kharkiv,1e-06,0.001280509448397642,-0.002503211349629865,0.4995886890274731,False,3
561,Volodymyr-Volyns'kyi,Volyn,1e-06,0.08405017453947342,-0.0009051437134405474,0.5,False,1
556,Ratnivs'kyi,Volyn,1e-06,0.08404867476352315,-0.0009051423449245866,0.5,False,1
60,Alushtyns'ka,Crimea,1e-06,0.0840500594566389,-0.0009051436084296453,0.5,False,1
566,Mukachivs'ka,Zakarpattia,1e-06,0.08405031308430894,-0.0009051438398601755,0.5,False,1
56,Sokyrians'kyi,Chernivtsi,1e-06,1e-06,-0.0016652806022745407,0.5,False,2
52,Khotyns'kyi,Chernivtsi,1e-06,0.08404893019112625,-0.0009051425779969214,0.5,False,1
48,Varvyns'kyi,Chernihiv,1e-06,1e-06,-0.005012536365981667,0.49920689214445557,False,6
49,Chernivets'ka,Chernivtsi,1e-06,0.08407527450669883,-0.0009051666170289915,0.5,False,1
47,Talala‹vs'kyi,Chernihiv,1e-06,1e-06,-0.002314388544516848,0.5,False,5
46,Sribnians'kyi,Chernihiv,1e-06,0.0012805100640112279,-0.002503211351174562,0.5,False,3
19,Umans'ka,Cherkasy,1e-06,0.47841279396844805,-0.021393507002168,0.5,False,15
17,Smilians'kyi,Cherkasy,1e-06,1e-06,-0.0033361167751008464,0.5,False,4
