区名称,州名称,Alpha,Beta,Sigma_km,"Corr(Y, λ)",p_value,显著
Iakymivs'kyi,Zaporizhia,0.0033516905232856774,0.9442601261381924,150.00125710757055,0.05028555967748963,0.05607858357591661,
Novovodolaz'kyi,Kharkiv,0.00334609971405039,0.8082884651596888,150.02456276508659,0.010186693245827147,0.40841015515318735,
Soviets'kyi,Crimea,0.0032233581379984464,0.6641829072263568,150.00187993520294,0.03665842417343932,0.19323511149082911,
Arbuzyns'kyi,Mykolayiv,0.0031144524739506016,0.8946692249474583,150.00079019540098,0.06576986328421675,0.06547918396864766,
Kalus'kyi,Ivano-Frankivs'k,0.003003200670515276,0.2054676547599018,149.99804224814,0.007077073643938328,0.37695814622598073,
Bars'kyi,Vinnytsya,0.002921872955315899,0.2118043274709457,149.99857663746738,0.006359987404502763,0.3840907029578504,
Hlobyns'kyi,Poltava,0.002841687577359639,0.39900352314093873,150.00025061124077,0.05294397234761971,0.1951590058948816,
Derazhnians'kyi,Khmel'nyts'kyy,0.002547529998355755,0.46408352784123935,149.99337393834315,0.05420978851979015,0.19465539544653931,
Dubens'kyi,Rivne,0.0025152651032695744,0.5824406668374769,149.99962335856657,0.009485455193831658,0.4184808496648056,
Verkhn'odniprovs'kyi,Dnipropetrovs'k,0.0024707992735376874,0.2461237353378572,150.00074298119551,0.004189019232769845,0.410814854024579,
Kanivs'kyi,Cherkasy,0.0023731846415787844,0.4076851019762078,149.99982430600105,0.001432186484573437,0.4521064459385258,
Khmel'nyts'ka,Khmel'nyts'kyy,0.002109643952297905,0.99,149.999728117726,0.05659207259804417,0.024089784000562386,✓
Torez'ka,Donets'k,0.0021048510478870372,0.8549582348941248,150.00263291903872,0.02383353276565008,0.21869516681290224,
Umans'ka,Cherkasy,0.0019261098209648459,0.682680179135924,149.99999089027244,-0.006583181877281235,0.5,
Frunzivs'kyi,Odessa,0.0019162414237524129,0.5941601107009596,149.9989010634156,0.04143818733803858,0.22450997426703517,
Kremenchuts'kyi,Poltava,0.001810984672632421,0.7905307908072038,150.00088454781988,0.008197923185831287,0.34269670139691255,
Iarmolynets'kyi,Khmel'nyts'kyy,0.0018052038909045164,0.22990383649309443,149.9976895240768,-0.03601488286735788,0.5,
Ivanivs'kyi,Kherson,0.0014696976316286956,0.9833885268250521,150.00056698958693,0.03643345552222711,0.062161390977496456,
Reshetylivs'kyi,Poltava,0.0014170674295738487,0.6997375214643841,149.98792437592613,0.045159691661295104,0.21814894349750386,
Milovs'kyi,Luhans'k,0.0014163792458648575,0.6989823918992466,149.9732208887603,0.04482121643706701,0.2188831118406548,
Kerchens'ka,Crimea,0.0012475918601099168,0.5980515996185685,150.00023018696032,0.0032777999442262645,0.4638084803998753,
Mykola‹vs'kyi,Mykolayiv,0.001066968729231802,0.6998239138880433,150.00000022435938,0.000842921659014353,0.4878291012773979,
Sarats'kyi,Odessa,0.0010330990292307112,0.33551064645684436,149.99957948289094,0.001460807280998365,0.4639454538715718,
Sakhnovshchyns'kyi,Kharkiv,0.0007074743331774435,0.9521574108897922,150.0018639429515,0.03481483225069998,0.17281546895794486,
Simferopol's'ka,Crimea,0.0006487064709505,0.99,150.00074680636115,0.030673773193434003,0.08153507452100067,
Zolotonis'kyi,Cherkasy,0.0005931190302368107,0.6533317096307275,149.99999015455845,0.0015697469782109375,0.484853039232596,
Krasnoperekops'kyi,Crimea,0.0004870178960055008,0.9885817680291353,150.00048565240814,0.03751714329751315,0.08473616683821616,
Khotyns'kyi,Chernivtsi,0.00034004691566985633,0.92432244490255,149.99500435886162,0.025259707042022794,0.27540859688032204,
Chervonohrads'ka,L'viv,0.00032546438345897933,0.5846405979576375,149.9995862403951,0.000312771265419924,0.49360964979882266,
Pavlohrads'kyi,Dnipropetrovs'k,0.000268370070283783,0.99,153.10521905209265,0.040506073385202936,0.0814531898594763,
Haivorons'kyi,Kirovohrad,0.0002086522014061669,0.37305155185781846,149.9995016363399,0.00013511395550304232,0.4949153565398412,
Slavuts'kyi,Khmel'nyts'kyy,0.00016703932724495475,0.9895977441428675,149.97696512167042,0.026841455444184644,0.1172520733991455,
Dzhankois'ka,Crimea,0.0,0.4718217838603017,150.00035953644593,0.0,0.5,
Chornomors'kyi,Crimea,0.0,0.7017912431379463,150.00000069600665,0.0,0.4999998496095823,
Brusylivs'kyi,Zhytomyr,0.0,0.46989934598300476,149.99956545280062,0.0,0.5,
Bobrovyts'kyi,Chernihiv,0.0,0.6103935201958262,149.99998827804242,0.0,0.5,
Korostens'ka,Zhytomyr,0.0,0.6945580354654535,149.9999995545321,0.0,0.5,
Korostens'kyi,Zhytomyr,0.0,0.470394793956312,149.9994825873498,0.0,0.5,
Narodyts'kyi,Zhytomyr,0.0,0.5546680918134953,149.9997417925501,0.0,0.5,
Novohrad-Volyns'ka,Zhytomyr,0.0,0.6433829549624687,149.99987515180445,0.0,0.5,
Sokyrians'kyi,Chernivtsi,0.0,0.4706017630796852,149.99932694972887,0.0,0.5,
Cherniakhivs'kyi,Zhytomyr,0.0,0.47062421185223086,149.99946649156024,0.0,0.49999996637168026,
Chernihivs'kyi,Chernihiv,0.0,0.6904534283002622,149.9999997452995,0.0,0.5,
Chernihivs'ka,Chernihiv,0.0,0.6864182528653034,149.99999977942494,0.0,0.5,
Tel'manivs'kyi,Donets'k,0.0,0.6932110910888447,149.9999999433245,0.0,0.5,
Shakhtars'kyi,Donets'k,0.0,0.6824654481189777,150.0000002045023,0.0,0.5,
Shevchenkivs'kyi,Kiev City,0.0,0.6913852238284788,149.99999968894932,0.0,0.5,
Pechers'kyi,Kiev City,0.0,0.7003106608933853,149.99999892565458,0.0,0.49999986548672115,
Solomians'kyi,Kiev City,0.0,0.6921877649138417,149.9999996062583,0.0,0.5,
Sviatoshyns'kyi,Kiev City,0.0,0.8349327135936336,149.9999993890665,0.0,0.5,
Dolyns'kyi,Kirovohrad,0.0,0.5233698614465053,150.00011672918035,0.0,0.5,
Podil's'kyi,Kiev City,0.0,0.7353132814920206,149.99999927923105,0.0,0.5,
Kirovohrads'kyi,Kirovohrad,0.0,0.6923388702276853,149.99999997498986,0.0,0.5,
Oleksandriis'kyi,Kirovohrad,0.0,0.6113642467677215,150.00007540676611,0.0,0.5,
Oleksandrivs'kyi,Kirovohrad,0.0,0.5234437602977544,150.00001096390753,0.0,0.5,
Vuhledars'ka,Donets'k,0.0,0.6943730595812283,149.99999867873046,0.0,0.5,
Bohorodchans'kyi,Ivano-Frankivs'k,0.0,0.38345419802803304,149.9987458178405,0.0,0.5,
Halyts'kyi,Ivano-Frankivs'k,0.0,0.6245558708412835,149.99975756883094,0.0,0.5,
Radekhivs'kyi,L'viv,0.0,0.4698090933029153,149.99914202834697,0.0,0.5,
Holovanivs'kyi,Kirovohrad,0.0,0.5225280973363177,149.9998034357709,0.0,0.5,
Sambirs'kyi,L'viv,0.0,0.01,149.99864565778304,0.0,0.5,
Zhydachivs'kyi,L'viv,0.0,0.3525153776547219,149.99872290447067,0.0,0.5,
Alushtyns'ka,Crimea,0.0,0.38147280020247176,150.00045759039472,0.0,0.5,
Ialtyns'ka,Crimea,0.0,0.471415266183998,150.0002715522565,0.0,0.5,
Nizhyns'ka,Chernihiv,0.0,0.6901533251890283,149.9999995922952,0.0,0.5,
Pryluts'kyi,Chernihiv,0.0,0.6946117755175191,149.99999941010861,0.0,0.5,
Ichnians'kyi,Chernihiv,0.0,0.4692644260789088,150.00005199401707,0.0,0.5,
Mens'kyi,Chernihiv,0.0,0.6969165937302393,149.99999943156462,0.0,0.5,
Bus'kyi,L'viv,0.0,0.46991419111734295,149.99913518827952,0.0,0.5,
Brodivs'kyi,L'viv,0.0,0.46626511108479124,149.99913630037034,0.0,0.4999994175404168,
Kamianka-Buz'kyi,L'viv,0.0,0.4656407817193826,149.99910053523624,0.0,0.5,
Iavorivs'kyi,L'viv,0.0,0.6614061074236689,149.99987715926278,0.0,0.5,
L'vivs'ka,L'viv,0.0,0.6928027896133595,149.99999954453267,0.0,0.5,
Pustomytivs'kyi,L'viv,0.0,0.3235244899277901,149.99872122694907,0.0,0.5,
Chudnivs'kyi,Zhytomyr,0.0,0.6276768976071966,149.99983613552718,0.0,0.5,
Berdychivs'ka,Zhytomyr,0.0,0.5582578382369838,149.99966746146455,0.0,0.5,
Rubezhans'ka,Luhans'k,0.0,0.6906979800706151,150.00000032000423,0.0,0.5,
Popasnians'kyi,Luhans'k,0.0,0.6821186346298681,150.00000014145763,0.0,0.5,
Pereval's'kyi,Luhans'k,0.0,0.6913576264133343,150.00000026147475,0.0,0.5,
Novopskovs'kyi,Luhans'k,0.0,0.588637389408706,150.00039252283764,0.0,0.5,
Novoaidars'kyi,Luhans'k,0.0,0.6673770959782601,149.99999768627563,0.0,0.5,
n.a. ( 182),Luhans'k,0.0,0.6855024665986179,150.00000035466485,0.0,0.5,
Lysychans'ka,Luhans'k,0.0,0.6871701955247995,150.00000021755477,0.0,0.5,
Lutuhyns'kyi,Luhans'k,0.0,0.6730357031730193,150.0019041165462,0.0,0.5,
Bilokurakyns'kyi,Luhans'k,0.0,0.6111836735609469,150.00030053402293,0.0,0.5,
Luhans'ka,Luhans'k,0.0,0.6950429891764653,150.00000015971014,0.0,0.5,
Kirovs'ka,Luhans'k,0.0,0.6940169022855193,150.0000006377051,0.0,0.5,
Briankivs'ka,Luhans'k,0.0,0.5599279863482369,150.00051629782288,0.0,0.4999998318584014,
Zolochivs'kyi,L'viv,0.0,0.6113580087691907,149.99969453999893,0.0,0.5,
Antratsytivs'kyi,Luhans'k,0.0,0.4688860703085683,150.00090152921845,0.0,0.4999998010521776,
Stanychno-Luhans'kyi,Luhans'k,0.0,0.7017491195776151,149.99999926319603,0.0,0.5,
Sieverodonets'ka,Luhans'k,0.0,0.6860188226908718,150.00000054927185,0.0,0.4999997309734423,
Irpins'ka,Kiev,0.0,0.6898537767219284,149.99999963205946,0.0,0.5,
Ivankivs'kyi,Kiev,0.0,0.6050537899979177,149.99987524494432,0.0,0.5,
Kyievo-Sviatoshyns'kyi,Kiev,0.0,0.6896359225874416,149.99999968848303,0.0,0.5,
Kaharlyts'kyi,Kiev,0.0,0.38370521140245883,149.9996740791305,0.0,0.5,
Polis'kyi,Kiev,0.0,0.024535461556522635,149.99946104999486,0.0,0.5,
Rokytnians'kyi,Kiev,0.0,0.4664097051262783,149.99970036286953,0.0,0.5,
Vasyl'kivs'kyi,Kiev,0.0,0.7011125352445231,150.00000003114206,0.0,0.5,
Makarivs'kyi,Kiev,0.0,0.6901036872335047,149.99999963217823,0.0,0.5,
Tro‹ts'kyi,Luhans'k,0.0,0.6800774769599603,149.99999916594794,0.0,0.5,
Berezans'kyi,Mykolayiv,0.0,0.658769805372443,149.99999741672394,0.0,0.5,
Baryshivs'kyi,Kiev,0.0,0.554330867333228,149.99991604689654,0.0,0.5,
Stakhanivs'ka,Luhans'k,0.0,0.6914314124264684,149.9999994486718,0.0,0.5,
Pershotravnevyi,Donets'k,0.0,0.690124429842263,150.00000052290505,0.0,0.5,
Horlivs'ka,Donets'k,0.0,0.6923944037690353,149.99999931773664,0.0,0.5,
Ienakiievs'ka,Donets'k,0.0,0.6933846016029428,149.9999998224901,0.0,0.5,
Mariupol's'ka,Donets'k,0.0,0.6851207083600549,150.0000005697488,0.0,0.5,
Bilia‹vs'kyi,Odessa,0.0,0.6946058217530496,150.00000008065956,0.0,0.5,
Bilhorod-Dnistrovs'kyi,Odessa,0.0,0.6946973646648685,149.99999988868987,0.0,0.5,
Artsyz'kyi,Odessa,0.0,0.586493310866421,149.9998583037046,0.0,0.5,
Veselynivs'kyi,Mykolayiv,0.0,0.5865042354683764,149.99996296542326,0.0,0.5,
Pervomais'kyi,Mykolayiv,0.0,0.4687480742934413,149.9998136789169,0.0,0.5,
Pervomais'ka,Mykolayiv,0.0,0.7097563195597687,149.9945673767637,0.0,0.5,
Mykola‹vs'ka,Mykolayiv,0.0,0.6922490259434613,149.99999984147522,0.0,0.5,
Vyshhorods'kyi,Kiev,0.0,0.6892506417818143,149.99999970003063,0.0,0.5,
Novomoskovs'kyi,Dnipropetrovs'k,0.0,0.6851656412841653,150.00000068851335,0.0,0.5,
Sofi‹vs'kyi,Dnipropetrovs'k,0.0,0.3816606546352841,150.00049244205428,0.0,0.5,
Kotovs'ka,Odessa,0.0,0.5207465232879948,149.9997111373074,0.0,0.5,
Kiliis'kyi,Odessa,0.0,0.69399853986907,150.00000009984785,0.0,0.5,
Kryvoriz'kyi,Dnipropetrovs'k,0.0,0.7059741375818818,149.99999984255095,0.0,0.5,
KryvyiRig,Dnipropetrovs'k,0.0,0.7046838884722237,149.99999972338298,0.0,0.5,
Mahdalynivs'kyi,Dnipropetrovs'k,0.0,0.3818441582661831,150.00070090830857,0.0,0.5,
Ivanivs'kyi,Odessa,0.0,0.3817810223602771,149.9997262184493,0.0,0.5,
Tatarbunars'kyi,Odessa,0.0,0.4952559571118716,149.99998999133834,0.0,0.4999995641271596,
Shyria‹vs'kyi,Odessa,0.0,0.3823925910723896,149.99964597210817,0.0,0.5,
Ovidiopol's'kyi,Odessa,0.0,0.6778504142115999,149.99999990214414,0.0,0.5,
Mykola‹vs'kyi,Odessa,0.0,0.4683623824837609,149.9997964283441,0.0,0.5,
Kominternivs'kyi,Odessa,0.0,0.6938215155468488,149.99999995931339,0.0,0.5,
Nyzhn'osirohoz'kyi,Kherson,0.0,0.560106156218646,150.00025279129542,0.0,0.5,
Shepetivs'ka,Khmel'nyts'kyy,0.0,0.49291797161218326,149.99994760331808,0.0,0.5,
Hadiats'kyi,Poltava,0.0,0.36705330637944394,150.0004376139507,0.0,0.5,
Starokostiantynivs'kyi,Khmel'nyts'kyy,0.0,0.6932257445695499,149.9999995226359,0.0,0.5,
Karlivs'kyi,Poltava,0.0,0.5202629309041855,150.00039996990714,0.0,0.5,
Komsomol's'ka,Poltava,0.0,0.38316697315461135,150.00037681412596,0.0,0.5,
Bilotserkivs'ka,Kiev,0.0,0.6959946808643989,149.9999994683361,0.0,0.5,
Borodians'kyi,Kiev,0.0,0.7002148750875585,149.99999988605546,0.0,0.5,
Brovars'ka,Kiev,0.0,0.6908081729145836,149.99999960747346,0.0,0.5,
Brovars'kyi,Kiev,0.0,0.689401147049568,149.99999971067732,0.0,0.5,
Sverdlovs'ka,Luhans'k,0.0,0.5602533111936067,150.00053182169876,0.0,0.5,
Poltavs'kyi,Poltava,0.0,0.3818207293390927,150.00059081962684,0.0,0.5,
Poltavs'ka,Poltava,0.0,0.6966458068346738,149.9999999732393,0.0,0.5,
Myrhorods'kyi,Poltava,0.0,0.6963399669063366,149.99999995383854,0.0,0.5,
Mashivs'kyi,Poltava,0.0,0.470185441305238,150.00046479350672,0.0,0.5,
Lokhvyts'kyi,Poltava,0.0,0.4707821496032251,150.00018557607808,0.0,0.49999977820599856,
Rivnens'kyi,Rivne,0.0,0.51776116562354,149.99941166658135,0.0,0.5,
Rivnens'ka,Rivne,0.0,0.7008544077472981,149.99999928909557,0.0,0.5,
Shyshats'kyi,Poltava,0.0,0.36693841122862125,150.0004608991713,0.0,0.5,
Zdolbunivs'kyi,Rivne,0.0,0.38132930642131646,149.99891821782285,0.0,0.5,
Sarnens'kyi,Rivne,0.0,0.6100869935985281,149.99975631318466,0.0,0.5,
Nyzhn'ohirs'kyi,Crimea,0.0,0.41304457883482876,150.00965626914652,0.0,0.5,
Lenins'kyi,Crimea,0.0,0.4713471761881526,150.0005096588959,0.0,0.4999996151062885,
Pervomais'kyi,Crimea,0.0,0.4706074984589533,150.00028748467437,0.0,0.5,
Rozdol'nens'kyi,Crimea,0.0,0.6311117637057535,150.00006477820315,0.0,0.5,
Zin'kivs'kyi,Poltava,0.0,0.5596563579812595,150.00021651561897,0.0,0.5,
Dubrovyts'kyi,Rivne,0.0,0.01,149.99904493148168,0.0,0.5,
Iurïvs'kyi,Dnipropetrovs'k,0.0,0.5877911152533609,150.00029839995338,0.0,0.5,
Krynychans'kyi,Dnipropetrovs'k,0.0,0.588472462863735,150.00018411882905,0.0,0.5,
Balaklavs'kyi,Sevastopol',0.0,0.5600345907607205,150.000136255256,0.0,0.5,
Lebedyns'kyi,Sumy,0.0,0.6883685718176324,149.99999997439988,0.0,0.5,
Lypovodolyns'kyi,Sumy,0.0,0.4704697091034223,150.0002917129694,0.0,0.5,
Okhtyrs'ka,Sumy,0.0,0.6902822895300496,150.00000030103982,0.0,0.5,
Shostkins'ka,Sumy,0.0,0.6973413334401084,149.99999925970445,0.0,0.5,
Shostkins'kyi,Sumy,0.0,0.686877056868376,149.99999665657919,0.0,0.5,
Sums'ka,Sumy,0.0,0.690418458023874,149.999997822582,0.0,0.4999998097694967,
Trostianets'kyi,Sumy,0.0,0.6952353468919723,149.9999997918851,0.0,0.5,
Chortkivs'kyi,Ternopil',0.0,0.3823331218798277,149.9988587948569,0.0,0.5,
Kremenets'kyi,Ternopil',0.0,0.38183284657063254,149.99883280753932,0.0,0.5,
Ternopil's'ka,Ternopil',0.0,0.7024217817397219,149.99999926367974,0.0,0.5,
Kalynivs'kyi,Vinnytsya,0.0,0.5169712069221026,149.99956104422995,0.0,0.49999967223168357,
Apostolivs'kyi,Dnipropetrovs'k,0.0,0.6971213463387141,149.99999912211283,0.0,0.5,
Dnipropetrovs'ka,Dnipropetrovs'k,0.0,0.6977701658177017,150.00000009254777,0.0,0.5,
Ovruts'kyi,Zhytomyr,0.0,0.5831465436377955,149.99977318393766,0.0,0.5,
Koziatyns'kyi,Vinnytsya,0.0,0.47070442887232067,149.99946112120722,0.0,0.5,
Lozivs'kyi,Kharkiv,0.0,0.6957374390913017,150.0000006996019,0.0,0.5,
Krasnokuts'kyi,Kharkiv,0.0,0.6444092815373845,150.00009573156794,0.0,0.5,
Pervomais'kyi,Kharkiv,0.0,0.6778380326859698,149.99999097838847,0.0,0.5,
Nadvirnians'kyi,Ivano-Frankivs'k,0.0,0.47023317245756385,149.99911251818048,0.0,0.5,
Tlumats'kyi,Ivano-Frankivs'k,0.0,0.3819132144296231,149.99879885757466,0.0,0.5,
Lozivs'ka,Kharkiv,0.0,0.6909686342531635,150.00000036798278,0.0,0.5,
Chuhu‹vs'ka,Kharkiv,0.0,0.6919978384336704,149.99999997022806,0.0,0.5,
Iziums'ka,Kharkiv,0.0,0.6916686607768474,150.00000022506495,0.0,0.5,
Kharkivs'ka,Kharkiv,0.0,0.6893835152878197,150.0000001284883,0.0,0.5,
Mohyliv-Podil's'kyi,Vinnytsya,0.0,0.38376009187926396,149.99913839604486,0.0,0.5,
Tul'chyns'kyi,Vinnytsya,0.0,0.46650826521164407,149.99948208564717,0.0,0.5,
Vinnyts'ka,Vinnytsya,0.0,0.6933022535890127,149.99999979655257,0.0,0.5,
Vinnyts'kyi,Vinnytsya,0.0,0.559617529793917,149.9996702808548,0.0,0.5,
Blyzniukivs'kyi,Kharkiv,0.0,0.7006972881689443,150.00000097532111,0.0,0.5,
Zhmeryns'ka,Vinnytsya,0.0,0.46874868394581165,149.999393772888,0.0,0.5,
Kivertsivs'kyi,Volyn,0.0,0.34868131731579705,149.99889388524085,0.0,0.5,
Ratnivs'kyi,Volyn,0.0,0.4188825642194606,149.99891103526414,0.0,0.5,
Luts'ka,Volyn,0.0,0.6658635191930626,149.99992573134355,0.0,0.5,
Mukachivs'ka,Zakarpattia,0.0,0.38178131567702933,149.9986971024426,0.0,0.5,
Volovets'kyi,Zakarpattia,0.0,0.3818028919495953,149.99869532950268,0.0,0.5,
Sribnians'kyi,Chernihiv,0.0,0.5217242162066379,150.00009186546814,0.0,0.5,
Volodymyr-Volyns'kyi,Volyn,0.0,0.01,149.99876239660242,0.0,0.5,
Berdians'kyi,Zaporizhia,0.0,0.5877834844857295,150.000256503622,0.0,0.5,
Cherkas'kyi,Cherkasy,0.0,0.5598924362990633,149.99997637697783,0.0,0.4999996637168029,
Pryazovs'kyi,Zaporizhia,0.0,0.6123021232499514,150.00008073540903,0.0,0.5,
Popil'nians'kyi,Zhytomyr,0.0,0.38184193757603224,149.9993780567607,0.0,0.5,
Radomyshl's'kyi,Zhytomyr,0.0,0.46826466172858355,149.99953986222314,0.0,0.5,
Zhytomyrs'ka,Zhytomyr,0.0,0.6925713227272366,149.99999960084764,0.0,0.5,
Zhytomyrs'kyi,Zhytomyr,0.0,0.5716375071012173,150.0076220111726,0.0,0.5,
NA,Zhytomyr,0.0,0.6931595070603414,149.99999948196904,0.0,0.5,
